upc,product_description,commodity,brand,product_size,brand_commodity,brand_commodity_unique,brand_commodity_size,brand_commodity_size_unique
5150002681,SMUCKERS BLACKBERRY SYRUP,syrups,Smuckers,12 OZ,Smuckers syrups,,Smuckers syrups 12 OZ,
5150002682,SMUCKER BLUEBRY FRUIT SYR,syrups,Smuckers,12 OZ,Smuckers syrups,,Smuckers syrups 12 OZ,
5150002683,SMUCKER BOYSENBERRY SYRUP,syrups,Smuckers,12 OZ,Smuckers syrups,,Smuckers syrups 12 OZ,
5150002684,SMUCK RED RASPBERRY SYRUP,syrups,Smuckers,12 OZ,Smuckers syrups,,Smuckers syrups 12 OZ,
5150002685,SMUCKER STRAWBERRY SYRUP,syrups,Smuckers,12 OZ,Smuckers syrups,,Smuckers syrups 12 OZ,
5150004231,SMUCKERS SUGARFREE MAPLE,syrups,Smuckers,14.5 OZ,Smuckers syrups,,Smuckers syrups 14.5 OZ,
5346901001,DAVES GLDN HRLM PSTA SCE,pasta sauce,Dave's,26 OZ,Dave's pasta sauce,,Dave's pasta sauce 26 OZ,
5346901002,DAVES SCE ORGNC RD HEIRLM,pasta sauce,Dave's,26 OZ,Dave's pasta sauce,,Dave's pasta sauce 26 OZ,
5346901003,DAVES WLD MSHRM PSTA SCE,pasta sauce,Dave's,26 OZ,Dave's pasta sauce,,Dave's pasta sauce 26 OZ,
5346901004,DAVES ORG RSTD GAR&SWT BS,pasta sauce,Dave's,26 OZ,Dave's pasta sauce,,Dave's pasta sauce 26 OZ,
5390000031,CARY SUGARFREE SYRUP,syrups,Cary's,12 OZ,Cary's syrups,,Cary's syrups 12 OZ,
5390000032,CARY S SUGR FREE SYRUP,syrups,Cary's,24 OZ,Cary's syrups,,Cary's syrups 24 OZ,
5390002015,CARY PURE MAPLE SYRUP,syrups,Cary's,8 OZ,Cary's syrups,,Cary's syrups 8 OZ,
5390002025,CARYS PURE MAPLE SYRUP,syrups,Cary's,12.5 OZ,Cary's syrups,,Cary's syrups 12.5 OZ,
5861006232,BROTHERS SPAGHETTI SAUCE,pasta sauce,Brother's,23OZ,Brother's pasta sauce,,Brother's pasta sauce 23OZ,
6138914020,VRMT GLD PURE MPL SYRP,syrups,Vermont Gold,8.5 OZ,Vermont Gold syrups,,Vermont Gold syrups 8.5 OZ,
6172005010,KARO BLUE LABEL SYRUP,syrups,Karo,16 OZ,Karo syrups,,Karo syrups 16 OZ,
6172005040,KARO BLUE SYRUP,syrups,Karo,32 OZ,Karo syrups,,Karo syrups 32 OZ,
6172005110,KARO RED LABEL SYRUP,syrups,Karo,16 OZ,Karo syrups,,Karo syrups 16 OZ,
6172005140,KARO LITE RD CORN SYRUP,syrups,Karo,32 OZ,Karo syrups,,Karo syrups 32 OZ,
6172005180,KARO RED SYRUP,syrups,Karo,GAL,Karo syrups,,Karo syrups GAL,
6172005210,KARO WAFFLE SYRUP,syrups,Karo,16 OZ,Karo syrups,,Karo syrups 16 OZ,
6172005230,KARO GREEN LABEL SYRUP,syrups,Karo,32 OZ,Karo syrups,,Karo syrups 32 OZ,
6172075181,KARO CORN SYRUP W/BRW SGR,syrups,Karo,16 OZ,Karo syrups,,Karo syrups 16 OZ,
6414404236,CHEF PIZZA SAUCE CHEESE,pasta sauce,Chef Pizza,15 OZ,Chef Pizza pasta sauce,,Chef Pizza pasta sauce 15 OZ,
6566711853,ANNIE CHNS SPCY HUN NDLE,pasta,Annie Chns,8 OZ,Annie Chns pasta,,Annie Chns pasta 8 OZ,
6566712285,ANNIE CHNS THAI BASL NDLE,pasta,Annie Chns,8 OZ,Annie Chns pasta,,Annie Chns pasta 8 OZ,
6738703004,DREAMFIELD SPAGHETTI,pasta,Dreamfield,16 OZ,Dreamfield pasta,,Dreamfield pasta 16 OZ,
6738703009,DREAMFIELD ELBOW MAC,pasta,Dreamfield,16 OZ,Dreamfield pasta,,Dreamfield pasta 16 OZ,
6738703019,DREAMFIELD PENNE RIGATE,pasta,Dreamfield,16 OZ,Dreamfield pasta,,Dreamfield pasta 16 OZ,
6738703055,DREAMFIELD LINGUINE,pasta,Dreamfield,16 OZ,Dreamfield pasta,,Dreamfield pasta 16 OZ,
6806202137,ORZO ITALPASTA,pasta,Orzo,2 LB,Orzo pasta,,Orzo pasta 2 LB,
6971911121,PATSY S MARINARA SAUCE,pasta sauce,Patsy's,16 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 16 OZ,
6971911131,PATTY  MARINARA SAUCE,pasta sauce,Patsy's,24 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 24 OZ,
6971911221,PATSY TOM/BASIL PASTA SCE,pasta sauce,Patsy's,16 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 16 OZ,
6971911231,PATSYS TOMATO BASIL SAUCE,pasta sauce,Patsy's,24 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 24 OZ,
6971911321,PATSY FRA-DIAVOLO SAUCE,pasta sauce,Patsy's,16 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 16 OZ,
6971911331,PATSYS FRA DIAVOTO SAUCE,pasta sauce,Patsy's,24 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 24 OZ,
6971911421,PATSY PUTTANESCA SAUCE,pasta sauce,Patsy's,16 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 16 OZ,
6971911431,PATSYS PUTTANESCA SCE 24Z,pasta sauce,Patsy's,KH# 61780,Patsy's pasta sauce,,Patsy's pasta sauce KH# 61780,
6971911521,PATSY VODKA PASTA SAUCE,pasta sauce,Patsy's,16 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 16 OZ,
6971911531,PATSYS VODKA SAUCE 24 OZ,pasta sauce,Patsy's,KH# 61779,Patsy's pasta sauce,,Patsy's pasta sauce KH# 61779,
6971911721,PATSY PIZZALOLA SAUCE,pasta sauce,Patsy's,16 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 16 OZ,
6971911731,PATTY PIZZAILO SAUCE,pasta sauce,Patsy's,24 OZ,Patsy's pasta sauce,,Patsy's pasta sauce 24 OZ,
6971941100,PATSY RSTD YLW/RED PEPPER,pasta sauce,Patsy's,11.6,Patsy's pasta sauce,,Patsy's pasta sauce 11.6,
6971941200,PATSY ROASTED EGGPLANT,pasta sauce,Patsy's,11.6,Patsy's pasta sauce,,Patsy's pasta sauce 11.6,
6971941400,PATSY ROASTED ONION 12 OZ,pasta sauce,Patsy's,KH# 69333,Patsy's pasta sauce,,Patsy's pasta sauce KH# 69333,
7021812015,PASTARISO BRN RICE SPAG,pasta,Pastariso,10 OZ,Pastariso pasta,,Pastariso pasta 10 OZ,
7030500701,HOWARDS PURE MAPLE SYRUP,syrups,Howard's,8.5 OZ,Howard's syrups,,Howard's syrups 8.5 OZ,
7065070051,ARLOWE SPAG NOTTA PASTA,pasta,Arlow,1 LB,Arlow pasta,,Arlow pasta 1 LB,
7065070052,NOTTA PASTA LINGUINE,pasta,Notta,1 LB,Notta pasta,,Notta pasta 1 LB,
7065070053,NOTTA PASTA FETTUCCINE,pasta,Notta,P     1 LB,Notta pasta,,Notta pasta P     1 LB,
7067000690,DAVINCI GNOCCHI W/POTATO,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000697,DAVINCI FUSILE TRI COLOR,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000721,DA VINCI LASAGNA 16 OZ,pasta,DaVinci,KH# 6862,DaVinci pasta,,DaVinci pasta KH# 6862,
7067000722,DA VINCI FETTUCCINE,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000723,DA VINCI LINGUINE,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000725,DA VINCI SPAG/VERMICELLI,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000726,DAVINCI\PASTA SPAGHETTI,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000727,DA VINCI RIGATONI,pasta,DaVinci,P    16 OZ,DaVinci pasta,,DaVinci pasta P    16 OZ,
7067000728,DA VINCI FUSILLI SPRINGS,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000729,DAVINCI RIGATE MOSTACO,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000730,DA VINCI GNOCCHI,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000731,DAVINCI CONCHI SEA SHELLS,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000732,DA VINCI ROTELLE WAGON WH,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000733,DA VINCI ROSE MARIA ORZO,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000735,DA VINCI FARFALLE MEDIA B,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000736,DA VINCI CANNELONI MANICOTTI,pasta,DaVinci,8 OZ,DaVinci pasta,,DaVinci pasta 8 OZ,
7067000738,DA VINCI SPINACH NESTS,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000739,DA VINCI FETTUCCINE NESTS,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000740,DAVINCI CUT ZITI,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000741,DA VINCI ROTINI,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000742,DA VINCI JUMBO SHELLS,pasta,DaVinci,P    12 OZ,DaVinci pasta,,DaVinci pasta P    12 OZ,
7067000749,DAVINCI VARITY TRI COLOR,pasta,DaVinci,16 OZ,DaVinci pasta,,DaVinci pasta 16 OZ,
7067000751,DAVINCI ANGEL HAIR NESTS,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000840,DAVINCI REGULR TORTELLINI,pasta,DaVinci,7    OZ,DaVinci pasta,,DaVinci pasta 7    OZ,
7067000841,DAVINCI SPINCH TORTELLINI,pasta,DaVinci,7    OZ,DaVinci pasta,,DaVinci pasta 7    OZ,
7067000843,DAVINCI MULTCLR TORTELLIN,pasta,DaVinci,7    OZ,DaVinci pasta,,DaVinci pasta 7    OZ,
7067000846,DA VINCI WHL WHT PENNE,pasta,DaVinci,12 OZ,DaVinci pasta,,DaVinci pasta 12 OZ,
7067000847,DA VINCI WHL WHT ELBOWS,pasta,DaVinci,12 OZ,DaVinci pasta,,DaVinci pasta 12 OZ,
7067000871,DAVINCI ORG SPAGHETTI,pasta,DaVinci,16    OZ,DaVinci pasta,,DaVinci pasta 16    OZ,
7067000872,DA VINCI ITL ORG FETTUCIN,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000875,DA VINCI ITL ORG PENNE,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7067000876,DA VINCI ITL ORG ROTINI,pasta,DaVinci,P     1 LB,DaVinci pasta,,DaVinci pasta P     1 LB,
7067000877,DA VINCI ITL ORG BOWTIES,pasta,DaVinci,1 LB,DaVinci pasta,,DaVinci pasta 1 LB,
7075304162,ANTOINES CAVATAPPI 12 OZ,pasta,Antoine's,KH# 2793,Antoine's pasta,,Antoine's pasta KH# 2793,
7079624005,BELLINO GNOCCHI W/SPIN,pasta,Bellino,16 OZ,Bellino pasta,,Bellino pasta 16 OZ,
7079670001,CENTO WHITE CLAM SAUCE,pasta sauce,Cento,10.5 OZ,Cento pasta sauce,,Cento pasta sauce 10.5 OZ,
7079670002,CENTO CLAM SAUCE RED,pasta sauce,Cento,10.5 OZ,Cento pasta sauce,,Cento pasta sauce 10.5 OZ,
7079691000,BELLINO FLY PREPARE SPAG SCE,pasta sauce,Bellino,32 OZ,Bellino pasta sauce,,Bellino pasta sauce 32 OZ,
7092004128,KNOTTS BOYSENBERRY SYRUP,syrups,Knott's,12 OZ,Knott's syrups,,Knott's syrups 12 OZ,
7107200320,ALESSI PASTA ORECCHIETTE,pasta,Alessi,16 OZ,Alessi pasta,,Alessi pasta 16 OZ,
7107200322,ALESSI CAVATELLI PASTA,pasta,Alessi,16 OZ,Alessi pasta,,Alessi pasta 16 OZ,
7107200324,ALESSI PASTA CASARECCI,pasta,Alessi,16 OZ,Alessi pasta,,Alessi pasta 16 OZ,
7107200406,ALESSI FRA DIAVOLO SAUCE,pasta sauce,Alessi,24 OZ,Alessi pasta sauce,,Alessi pasta sauce 24 OZ,
7107201136,ALESSI RASP WHT BALSAMIC,pasta,Alessi,8.5 OZ,Alessi pasta,,Alessi pasta 8.5 OZ,
7107201237,ALESSI PESTO SAUCE,pasta sauce,Alessi,3.5 OZ,Alessi pasta sauce,,Alessi pasta sauce 3.5 OZ,
7130000001,RONZONI ZITI RIGATI,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000002,RONZONI CUT ZITI,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000008,RONZONI SPAGHETTI #8,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000009,RONZONI\THIN SPAG NOODLES,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000010,RONZONI VERMICELLI #10,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000011,RONZONI CAPELLINI,pasta,Ronzoni,SO   16 OZ,Ronzoni pasta,,Ronzoni pasta SO   16 OZ,
7130000012,RONZONI ANGEL HAIR PASTA,pasta,Ronzoni,12 OZ,Ronzoni pasta,,Ronzoni pasta 12 OZ,
7130000017,RONZONI LINGUINE NO 17,pasta,Ronzoni,1 LB,Ronzoni pasta,,Ronzoni pasta 1 LB,
7130000020,RONZONI ANGEL HAIR PASTA,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000022,RONZONI MEDIUM SHELLS,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000027,RONZONI\RIGATONI NOODLES,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000035,RONZONI ELBOW MACARONI,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000036,RONZONI CVTPPI ELBW TWIST,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000047,RONZONI ORZO NO 47,pasta,Ronzoni,1 LB,Ronzoni pasta,,Ronzoni pasta 1 LB,
7130000063,RONZONI TRI COLOR ROTINI,pasta,Ronzoni,12 OZ,Ronzoni pasta,,Ronzoni pasta 12 OZ,
7130000066,RONZONI BOW TIES,pasta,Ronzoni,CR   16 OZ,Ronzoni pasta,,Ronzoni pasta CR   16 OZ,
7130000075,RONZONI ROTINI,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000076,RONZONI PENNE RIGATE,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000080,RONZONI CURLY LASAGNE NO,pasta,Ronzoni,1 LB,Ronzoni pasta,,Ronzoni pasta 1 LB,
7130000081,RONZONI\OVEN RDY LASAGNE,pasta,Ronzoni,8 OZ,Ronzoni pasta,,Ronzoni pasta 8 OZ,
7130000086,RONZONI MOSTACCIOLI RGATI,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000088,RONZONI SPAGHETTI,pasta,Ronzoni,8 OZ,Ronzoni pasta,,Ronzoni pasta 8 OZ,
7130000122,RONZONI TRIO ITALIANO,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000124,RONZONI ROTELLE,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000126,RONZONI GERMELLI,pasta,Ronzoni,16 OZ,Ronzoni pasta,,Ronzoni pasta 16 OZ,
7130000135,RONZONI FETTUCCINE FLORENTINE,pasta,Ronzoni,12 OZ,Ronzoni pasta,,Ronzoni pasta 12 OZ,
7130000136,RONZONI\ROASTED GAR FETT,pasta,Ronzoni,12 OZ,Ronzoni pasta,,Ronzoni pasta 12 OZ,
7130000140,RONZONI TOM BSL LINGUINE,pasta,Ronzoni,12 OZ,Ronzoni pasta,,Ronzoni pasta 12 OZ,
7130000141,RONZONI LMN PPR ANGL HAIR,pasta,Ronzoni,12 OZ,Ronzoni pasta,,Ronzoni pasta 12 OZ,
7130030010,RONZONI 3 CHS TORTELLINI,pasta,Ronzoni,8.8 OZ,Ronzoni pasta,,Ronzoni pasta 8.8 OZ,
7130030011,RONZONI RICOTTA/SPIN TORT,pasta,Ronzoni,8.8 OZ,Ronzoni pasta,,Ronzoni pasta 8.8 OZ,
7130030013,RONZONI CHS/GRLC TORTELLI,pasta,Ronzoni,8.8 OZ,Ronzoni pasta,,Ronzoni pasta 8.8 OZ,
7140300201,FERRARA WHITE CLAM SAUCE,pasta sauce,Ferrara,10.5 OZ,Ferrara pasta sauce,,Ferrara pasta sauce 10.5 OZ,
7140303210,FERRARA GNOCCHI W/POTATO,pasta,Ferrara,16 OZ,Ferrara pasta,,Ferrara pasta 16 OZ,
7140303301,FERRARA LASAGNA BXD,pasta,Ferrara,16 OZ,Ferrara pasta,,Ferrara pasta 16 OZ,
7140303303,FERRARA JUMBO SHELLS BXD,pasta,Ferrara,12 OZ,Ferrara pasta,,Ferrara pasta 12 OZ,
7140303309,FERRARA CAPELLINI PASTA,pasta,Ferrara,16 OZ,Ferrara pasta,,Ferrara pasta 16 OZ,
7140303340,FERRARA PENNE MOSTACCIOLI,pasta,Ferrara,16 OZ,Ferrara pasta,,Ferrara pasta 16 OZ,
7151800016,*HODGE WHEAT SPAGHETTI,pasta,Hodgson Mills,16 OZ,Hodgson Mills pasta,,Hodgson Mills pasta 16 OZ,
7151800017,*HODGE WHEAT LASAGNA,pasta,Hodgson Mills,8 OZ,Hodgson Mills pasta,,Hodgson Mills pasta 8 OZ,
7151800018,H M WHL WHT ELBOW MACARONI,pasta,Hodgson Mills,16 OZ,Hodgson Mills pasta,,Hodgson Mills pasta 16 OZ,
7151800020,H M WHL WHT EGG NOODLES,pasta,Hodgson Mills,12 OZ,Hodgson Mills pasta,,Hodgson Mills pasta 12 OZ,
7151800022,HODGSON WW SPINACH SPA,pasta,Hodgson Mills,16 OZ,Hodgson Mills pasta,,Hodgson Mills pasta 16 OZ,
7151800023,H M WHL WHEAT FETTUCCINI,pasta,Hodgson Mills,P    12 OZ,Hodgson Mills pasta,,Hodgson Mills pasta P    12 OZ,
7151800024,HODG MILL WHO WHT SPIRALS,pasta,Hodgson Mills,NO TAG,Hodgson Mills pasta,,Hodgson Mills pasta NO TAG,
7151800025,HODGSON SEMO VEGGIE BO,pasta,Hodgson Mills,16.00  OZ,Hodgson Mills pasta,,Hodgson Mills pasta 16.00  OZ,
7151800026,HOD MILL VEGGIE ROTINI,pasta,Hodgson Mills,N    16 OZ,Hodgson Mills pasta,,Hodgson Mills pasta N    16 OZ,
7151800030,H M WHL WHT RADIATORE 16Z,pasta,Hodgson Mills,KH# 20749,Hodgson Mills pasta,,Hodgson Mills pasta KH# 20749,
7151800033,H M WHL WHT ANGEL HAIR,pasta,Hodgson Mills,16 OZ,Hodgson Mills pasta,,Hodgson Mills pasta 16 OZ,
7151802022,HODGSON BUTERMILK PANC,pancake mixes,Hodgson Mills,2 LB,Hodgson Mills pancake mixes,,Hodgson Mills pancake mixes 2 LB,
7151802024,HODGSON  BUCKWHEAT PAN,pancake mixes,Hodgson Mills,32 OZ,Hodgson Mills pancake mixes,,Hodgson Mills pancake mixes 32 OZ,
7151802028,HM MUTLIGRN W/FLXSD PNCK,pancake mixes,Hodgson Mills,16 OZ,Hodgson Mills pancake mixes,,Hodgson Mills pancake mixes 16 OZ,
7171000134,R&F VERMICELLI,pasta,R&F,16 OZ,R&F pasta,,R&F pasta 16 OZ,
7171000138,R&F MOSTACCIOLI PASTA,pasta,R&F,16 OZ,R&F pasta,,R&F pasta 16 OZ,
7171000159,R&F CURLY LASAGNA,pasta,R&F,16 OZ,R&F pasta,,R&F pasta 16 OZ,
7171000177,RF MANICOTTI,pasta,R&F,8 OZ,R&F pasta,,R&F pasta 8 OZ,
7171000225,R&F SPAGHETTI-POLY,pasta,R&F,12 OZ,R&F pasta,,R&F pasta 12 OZ,
7171000670,R&F KLUSKI NOODLES,pasta,R&F,12 OUNCE,R&F pasta,,R&F pasta 12 OUNCE,
7173000676,WACKY MAC VEGGIE SPIRALS,pasta,Wacky Mac,12 OZ,Wacky Mac pasta,,Wacky Mac pasta 12 OZ,
7173000677,WACKY MAC VEGGIE SHAPES,pasta,Wacky Mac,12 OZ,Wacky Mac pasta,,Wacky Mac pasta 12 OZ,
7173000715,NO YOLKS EXTRA BROAD NOOD,pasta,No Yolks,12 OZ,No Yolks pasta,,No Yolks pasta 12 OZ,
7173000716,NO YOLKS BROAD EGG NOODLE,pasta,No Yolks,12 OZ,No Yolks pasta,,No Yolks pasta 12 OZ,
7173000720,NO YOLKS DUMPLINGS NOODLE,pasta,No Yolks,12 OZ,No Yolks pasta,,No Yolks pasta 12 OZ,
7173000722,NO YOLKS X BRD EGG NOODLE,pasta,No Yolks,6 OZ,No Yolks pasta,,No Yolks pasta 6 OZ,
7173000728,NO YOLKS BROAD EGG NOODLE,pasta,No Yolks,6 OZ,No Yolks pasta,,No Yolks pasta 6 OZ,
7173000729,NO YOLKS DMPLNGS EGG NDLS,pasta,No Yolks,6 OZ,No Yolks pasta,,No Yolks pasta 6 OZ,
7173000731,NO YOLKS FINE EGG NOODLES,pasta,No Yolks,6 OZ,No Yolks pasta,,No Yolks pasta 6 OZ,
7209800100,M WEISS X-FINE NOODLES,pasta,Mrs Weiss,10 OZ,Mrs Weiss pasta,,Mrs Weiss pasta 10 OZ,
7209800102,WEISS W NOODLES 9297,pasta,Mrs Weiss,10 OZ,Mrs Weiss pasta,,Mrs Weiss pasta 10 OZ,
7209800200,MRS WEISS KLUSKI NOODLES,pasta,Mrs Weiss,8 OUNCE,Mrs Weiss pasta,,Mrs Weiss pasta 8 OUNCE,
7209800250,MRS WEISS KLUSKI EGG NDL,pasta,Mrs Weiss,16 OZ,Mrs Weiss pasta,,Mrs Weiss pasta 16 OZ,
7224825064,AMORE PESTO IN TUBES,pasta sauce,Amore,2.8 OZ,Amore pasta sauce,,Amore pasta sauce 2.8 OZ,
7306000210,HSE HERB BLKSTRP MOLASSES,syrups,HSE,15 OZ,HSE syrups,,HSE syrups 15 OZ,
7331643113,ENRICO SPAG SCE-TRADTL,pasta sauce,Enrico,15.5 OZ,Enrico pasta sauce,,Enrico pasta sauce 15.5 OZ,
7331643210,ENRICO SPAGH SAUCE-N/S,pasta sauce,Enrico,26 OZ,Enrico pasta sauce,,Enrico pasta sauce 26 OZ,
7349015069,KEDEM SAVION ELBOWS,pasta,Kedem,12 OZ,Kedem pasta,,Kedem pasta 12 OZ,
7468300007,MGF BLUEBERRY PANCAKE MIX,pancake mixes,Maple Grove,24 OUNCE,Maple Grove pancake mixes,,Maple Grove pancake mixes 24 OUNCE,
7468300008,MPL GRV PANCKE MIX BTR/HN,pancake mixes,Maple Grove,24    OZ,Maple Grove pancake mixes,,Maple Grove pancake mixes 24    OZ,
7468300009,MGF HNY BUCKWHEAT PNCK MX,pancake mixes,Maple Grove,24 OZ,Maple Grove pancake mixes,,Maple Grove pancake mixes 24 OZ,
7468300310,MAPLE GROVE SYRUP DRK AMB,syrups,Maple Grove,12.5 OZ,Maple Grove syrups,,Maple Grove syrups 12.5 OZ,
7468300312,VERMONT 100% PURE MAPLE SYRUP,syrups,Maple Grove,16 OZ,Maple Grove syrups,,Maple Grove syrups 16 OZ,
7468300313,MAPLE GROVE PURE DK MA,syrups,Maple Grove,8 OZ,Maple Grove syrups,,Maple Grove syrups 8 OZ,
7468300551,VERMONT S F PANCAKE SYRUP,syrups,Maple Grove,12 OZ,Maple Grove syrups,,Maple Grove syrups 12 OZ,
7468300552,COZY COTTAGE S/F SYRUP,syrups,Cozy Cottage,12 OZ,Cozy Cottage syrups,,Cozy Cottage syrups 12 OZ,
7468300554,COZY COTTAGE SYRUP S/FREE,syrups,Cozy Cottage,24 OZ,Cozy Cottage syrups,,Cozy Cottage syrups 24 OZ,
7468309945,EMERIL SCE PEPR PSTA,pasta sauce,Emeril's,26    OZ,Emeril's pasta sauce,,Emeril's pasta sauce 26    OZ,
7468309946,EMERIL HOMESTYLE MARINA R,pasta sauce,Emeril's,25 OZ,Emeril's pasta sauce,,Emeril's pasta sauce 25 OZ,
7468309947,EMERILS VODKA SAUCE,pasta sauce,Emeril's,25 OZ,Emeril's pasta sauce,,Emeril's pasta sauce 25 OZ,
7468309948,EMERILS PUTTANESCA SAUCE,pasta sauce,Emeril's,25 OZ,Emeril's pasta sauce,,Emeril's pasta sauce 25 OZ,
7468309949,EMERILS ROSTED GARLIC SCE,pasta sauce,Emeril's,25 OZ,Emeril's pasta sauce,,Emeril's pasta sauce 25 OZ,
7468309950,EMERILS KCKD UP TOMATO SC,pasta sauce,Emeril's,P    25 OZ,Emeril's pasta sauce,,Emeril's pasta sauce P    25 OZ,
7468330800,MPL GRV PURE SYRP JUG,syrups,Maple Grove,16 OZ,Maple Grove syrups,,Maple Grove syrups 16 OZ,
7468390200,LOG CABIN SYRUP,syrups,Maple Grove,16.9 OZ,Maple Grove syrups,,Maple Grove syrups 16.9 OZ,
7488810119,MAYACMAS PESTO SAUCE,pasta sauce,Mayacmas,.50 OZ,Mayacmas pasta sauce,,Mayacmas pasta sauce .50 OZ,
7488820201,MAYA HOLLNDAISE SCE MX,pasta sauce,Mayacmas,1.1 OZ,Mayacmas pasta sauce,,Mayacmas pasta sauce 1.1 OZ,
7489000110,LYLES GOLDEN SYRUP TIN,syrups,Lyles,10.6 OZ,Lyles syrups,,Lyles syrups 10.6 OZ,
7518100810,EDDIE DVEG CONFETTI PASTA,pasta,Eddie,12 OUNCE,Eddie pasta,,Eddie pasta 12 OUNCE,
7518100817,EDD OG VEG ALPHABETS,pasta,Eddie,12 OZ,Eddie pasta,,Eddie pasta 12 OZ,
7520000912,RDNBRY CANE PTCH SYRUP,syrups,Northwoods,12 OZ,Northwoods syrups,,Northwoods syrups 12 OZ,
7520000936,NRTHWDS BTR MPL FLV SYRUP,syrups,Northwoods,24 OZ,Northwoods syrups,,Northwoods syrups 24 OZ,
7520000937,NRTHWDS BTR MPL FLV SYRUP,syrups,Northwoods,12 OZ,Northwoods syrups,,Northwoods syrups 12 OZ,
7520000967,RODDENBERY LT CORN SYURP,syrups,Northwoods,16 OZ,Northwoods syrups,,Northwoods syrups 16 OZ,
7520000974,NRTHWDS MPL FLV SYRUP,syrups,Northwoods,12 OZ,Northwoods syrups,,Northwoods syrups 12 OZ,
7520000976,NRTHWD MPL FLV SYRUP PLST,syrups,Northwoods,24 OZ,Northwoods syrups,,Northwoods syrups 24 OZ,
7520000977,NORTHWDS MAPLE SYRUP,syrups,Northwoods,36 OZ,Northwoods syrups,,Northwoods syrups 36 OZ,
7520000978,NTHWDS SF LW CAL SYRUP,syrups,Northwoods,24 OZ,Northwoods syrups,,Northwoods syrups 24 OZ,
7520000980,NRTHWDS LITE RED CAL SYRU,syrups,Northwoods,24 OZ,Northwoods syrups,,Northwoods syrups 24 OZ,
